Year,Seasons,Division,Make,Number.of.Engines,Engine.Type,Purpose.of.Flight,Weather.Condition,Broad.Phase.of.Flight,Injury.Severity
2006,Spring,SEST,Mooney,1.0,1,Personal,VMC,CLIMB,1
2006,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Spring,GRLK,Cessna,1.0,1,Personal,IMC,APPROACH,0
2006,Spring,MEST,Bell,1.0,1,Personal,VMC,MANEUVERING,1
2006,Spring,GRLK,Cessna,1.0,1,Personal,IMC,APPROACH,1
2006,Spring,FWST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
2006,Spring,SWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Spring,SEST,Cessna,1.0,1,Personal,IMC,CRUISE,1
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
2006,Spring,RMTN,Cessna,2.0,1,Others,IMC,CRUISE,1
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2006,Spring,SEST,Beech,2.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,MEST,Cessna,2.0,1,Personal,VMC,APPROACH,0
2006,Spring,SEST,Air Tractor,1.0,0,Others,VMC,MANEUVERING,1
2006,Spring,SWST,Robinson,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,CLIMB,1
2006,Spring,RMTN,Piper,2.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Beech,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SWST,Robinson,1.0,0,Personal,VMC,TAKEOFF,1
2006,Spring,SWST,Piper,1.0,1,Personal,VMC,CRUISE,0
2006,Spring,GRLK,Robinson,1.0,1,Personal,VMC,MANEUVERING,1
2006,Spring,SWST,Air Tractor,1.0,0,Others,VMC,LANDING,0
2006,Spring,PLNS,Piper,1.0,1,Others,VMC,MANEUVERING,0
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,PLNS,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,SEST,Cessna,1.0,1,Others,VMC,LANDING,0
2006,Spring,NWED,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,CRUISE,0
2006,Spring,PLNS,Air Tractor,1.0,0,Others,VMC,MANEUVERING,1
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Spring,NWED,Cessna,1.0,1,Others,VMC,CRUISE,1
2006,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2006,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,CRUISE,0
2006,Spring,RMTN,Robinson,1.0,1,Instructional,VMC,TAKEOFF,1
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,0
2006,Spring,SEST,Piper,2.0,1,Personal,VMC,CRUISE,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,GO-AROUND,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,1
2006,Spring,MEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,SEST,Mooney,1.0,1,Personal,VMC,GO-AROUND,0
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,MANEUVERING,1
2006,Spring,FWST,Cessna,2.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
2006,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,PLNS,Cessna,1.0,1,Others,VMC,CLIMB,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
2006,Spring,MEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,FWST,Piper,2.0,1,Others,VMC,CLIMB,0
2006,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Grumman,1.0,1,Others,VMC,TAKEOFF,0
2006,Spring,SEST,Piper,2.0,1,Instructional,VMC,LANDING,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,OTHERS,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,FWST,Cessna,1.0,0,Others,IMC,CLIMB,1
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,NWED,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,TAXI,0
2006,Spring,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Spring,FWST,Mooney,1.0,1,Personal,VMC,CRUISE,1
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Cessna,2.0,1,Others,VMC,APPROACH,1
2006,Spring,FWST,Robinson,1.0,1,Instructional,VMC,MANEUVERING,0
2006,Spring,PLNS,Cessna,1.0,1,Personal,VMC,CRUISE,0
2006,Spring,SEST,Beech,1.0,1,Personal,IMC,MANEUVERING,1
2006,Spring,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,MANEUVERING,1
2006,Spring,MEST,Piper,2.0,1,Others,VMC,APPROACH,1
2006,Spring,PLNS,Piper,2.0,1,Personal,IMC,MANEUVERING,1
2006,Spring,SWST,Beech,1.0,1,Personal,IMC,CRUISE,1
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2006,Spring,SEST,Beech,2.0,1,Personal,VMC,CRUISE,1
2006,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
2006,Spring,RMTN,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2006,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Spring,SEST,Piper,1.0,1,Personal,VMC,GO-AROUND,0
2006,Spring,FWST,Beech,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,MEST,Piper,1.0,1,Personal,IMC,GO-AROUND,1
2006,Spring,SEST,Piper,1.0,1,Instructional,VMC,DESCENT,1
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Spring,FWST,Cessna,2.0,1,Others,VMC,APPROACH,1
2006,Spring,SWST,Boeing,1.0,1,Personal,VMC,LANDING,1
2006,Spring,FWST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,1
2006,Spring,GRLK,Piper,1.0,1,Personal,VMC,CRUISE,0
2006,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,GRLK,Beech,1.0,1,Personal,VMC,APPROACH,1
2006,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,APPROACH,0
2006,Spring,FWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2006,Spring,SEST,Bell,1.0,0,Personal,VMC,CRUISE,0
2006,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,SEST,Grumman,1.0,1,Others,VMC,CLIMB,1
2006,Spring,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,0
2006,Spring,FWST,Piper,1.0,1,Personal,VMC,TAXI,0
2006,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Spring,FWST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
2006,Spring,SEST,Mooney,1.0,1,Personal,VMC,CLIMB,1
2006,Spring,SWST,Beech,1.0,1,Personal,VMC,TAXI,0
2006,Spring,PLNS,Piper,1.0,1,Others,VMC,TAKEOFF,0
2006,Winter,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Winter,RMTN,Piper,1.0,1,Personal,VMC,CRUISE,0
2006,Winter,PLNS,Beech,2.0,1,Personal,VMC,TAXI,0
2006,Winter,GRLK,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,FWST,Mooney,1.0,1,Instructional,VMC,APPROACH,1
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
2006,Winter,RMTN,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
2006,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,FWST,Beech,2.0,1,Personal,IMC,CLIMB,1
2006,Winter,MEST,Cessna,1.0,1,Personal,IMC,MANEUVERING,1
2006,Winter,SWST,Robinson,1.0,1,Instructional,VMC,CRUISE,1
2006,Winter,FWST,Robinson,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SWST,Beech,1.0,1,Personal,IMC,APPROACH,0
2006,Winter,SWST,Piper,1.0,1,Personal,VMC,CRUISE,0
2006,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,APPROACH,1
2006,Winter,PLNS,Piper,1.0,1,Instructional,VMC,APPROACH,0
2006,Winter,GRLK,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,GRLK,Cessna,2.0,1,Personal,VMC,APPROACH,0
2006,Winter,SEST,Bell,1.0,0,Others,VMC,MANEUVERING,1
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2006,Winter,RMTN,Piper,2.0,1,Personal,IMC,APPROACH,1
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2006,Winter,SEST,Cessna,2.0,0,Others,VMC,LANDING,0
2006,Winter,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,SWST,Beech,2.0,1,Instructional,VMC,LANDING,0
2006,Winter,FWST,Mooney,1.0,1,Personal,VMC,APPROACH,1
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,NWED,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,SEST,Beech,2.0,0,Others,VMC,LANDING,0
2006,Winter,FWST,Robinson,1.0,1,Others,VMC,MANEUVERING,1
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2006,Winter,FWST,Piper,1.0,1,Personal,VMC,APPROACH,0
2006,Winter,FWST,Beech,1.0,1,Personal,VMC,APPROACH,1
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,MEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Winter,SEST,Cessna,2.0,0,Personal,VMC,LANDING,0
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,STANDING,0
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,CLIMB,1
2006,Winter,FWST,Robinson,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,RMTN,Robinson,1.0,1,Personal,VMC,DESCENT,1
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2006,Winter,SEST,Robinson,1.0,1,Personal,VMC,TAKEOFF,0
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2006,Winter,SEST,Beech,2.0,0,Personal,VMC,APPROACH,1
2006,Winter,GRLK,Bell,1.0,0,Others,IMC,MANEUVERING,1
2006,Winter,SWST,Beech,1.0,1,Instructional,VMC,DESCENT,1
2006,Winter,SEST,Cessna,2.0,0,Others,VMC,LANDING,0
2006,Winter,SEST,Cessna,1.0,1,Others,VMC,GO-AROUND,0
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2006,Winter,SEST,Piper,2.0,1,Others,VMC,LANDING,0
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2006,Winter,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Winter,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SWST,Piper,1.0,1,Others,VMC,MANEUVERING,0
2006,Winter,GRLK,Cessna,2.0,1,Others,VMC,APPROACH,1
2006,Winter,NWED,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Winter,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2006,Winter,MEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,SEST,Piper,1.0,1,Personal,VMC,DESCENT,1
2006,Winter,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Winter,GRLK,Bell,1.0,1,Instructional,VMC,MANEUVERING,1
2006,Winter,FWST,Cessna,2.0,1,Others,IMC,MANEUVERING,1
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SWST,Bell,1.0,0,Instructional,VMC,LANDING,0
2006,Winter,RMTN,Cessna,1.0,1,Others,IMC,CRUISE,0
2006,Winter,SWST,Beech,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,FWST,Cessna,2.0,0,Others,VMC,LANDING,1
2006,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,FWST,Cessna,1.0,1,Others,IMC,CRUISE,1
2006,Winter,GRLK,Piper,1.0,1,Others,IMC,CRUISE,1
2006,Winter,NWED,Piper,1.0,1,Instructional,VMC,LANDING,0
2006,Winter,GRLK,Cessna,1.0,1,Personal,VMC,CLIMB,1
2006,Winter,NWED,Cessna,1.0,1,Personal,VMC,LANDING,0
2006,Winter,NWED,Piper,1.0,1,Instructional,VMC,CLIMB,1
2006,Winter,SEST,Beech,2.0,1,Personal,VMC,GO-AROUND,1
2006,Winter,NWED,Cessna,1.0,1,Personal,VMC,APPROACH,0
2006,Winter,SEST,Piper,1.0,0,Personal,VMC,LANDING,0
2006,Winter,SEST,Cessna,2.0,1,Personal,VMC,LANDING,0
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,RMTN,Cessna,1.0,1,Personal,VMC,STANDING,0
2006,Winter,GRLK,Cessna,2.0,1,Instructional,VMC,LANDING,0
2006,Winter,PLNS,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Winter,PLNS,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Winter,FWST,Piper,1.0,1,Personal,VMC,CRUISE,0
2006,Winter,FWST,Piper,2.0,1,Personal,VMC,APPROACH,1
2006,Winter,SWST,Bell,1.0,1,Personal,VMC,MANEUVERING,0
2006,Winter,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,1
2006,Winter,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,FWST,Bell,1.0,1,Instructional,VMC,LANDING,1
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2006,Winter,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2006,Winter,FWST,Piper,2.0,1,Instructional,VMC,LANDING,1
2006,Winter,FWST,Cessna,1.0,1,Others,VMC,LANDING,0
2006,Winter,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,1
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2006,Winter,FWST,Mooney,1.0,1,Personal,VMC,APPROACH,1
2006,Winter,GRLK,Beech,2.0,0,Others,IMC,LANDING,0
2006,Winter,FWST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
2006,Winter,SWST,Cessna,1.0,1,Others,VMC,CRUISE,0
2006,Winter,PLNS,Piper,1.0,1,Others,IMC,LANDING,0
2006,Winter,RMTN,Beech,1.0,1,Personal,IMC,CRUISE,1
2006,Winter,MEST,Piper,1.0,1,Instructional,VMC,CRUISE,1
2006,Winter,NWED,Piper,1.0,1,Personal,VMC,LANDING,0
2006,Winter,SEST,Cessna,1.0,1,Personal,IMC,LANDING,1
2006,Winter,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2006,Winter,SEST,Beech,2.0,1,Personal,IMC,APPROACH,1
2006,Winter,SEST,Piper,1.0,1,Personal,IMC,APPROACH,1
2006,Winter,SEST,Piper,2.0,1,Personal,IMC,CRUISE,1
2005,Winter,FWST,Beech,1.0,1,Personal,IMC,TAKEOFF,1
2005,Winter,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2005,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2005,Winter,FWST,Grumman,1.0,1,Personal,VMC,TAKEOFF,1
2005,Winter,SEST,Bell,1.0,0,Others,VMC,CRUISE,1
2005,Winter,SWST,Mooney,1.0,1,Personal,VMC,LANDING,0
2005,Winter,SEST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
2005,Winter,SWST,Beech,1.0,1,Personal,VMC,LANDING,0
2005,Winter,MEST,Piper,1.0,1,Personal,VMC,LANDING,0
2005,Winter,NWED,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2005,Winter,PLNS,Piper,1.0,1,Personal,IMC,TAKEOFF,1
2005,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2005,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SEST,Piper,1.0,1,Personal,VMC,CRUISE,0
2005,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,SWST,Boeing,1.0,1,Personal,VMC,CLIMB,1
2005,Winter,PLNS,Piper,2.0,1,Others,IMC,APPROACH,1
2005,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,SWST,Mooney,1.0,1,Personal,VMC,TAKEOFF,0
2005,Winter,RMTN,Piper,1.0,1,Personal,IMC,DESCENT,0
2005,Winter,SEST,Beech,1.0,1,Personal,VMC,CRUISE,0
2005,Winter,FWST,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2005,Winter,FWST,Beech,1.0,1,Personal,IMC,APPROACH,1
2005,Winter,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2005,Winter,FWST,Cessna,1.0,1,Instructional,VMC,APPROACH,0
2005,Winter,NWED,Beech,1.0,1,Personal,VMC,APPROACH,1
2005,Winter,FWST,Cessna,1.0,1,Personal,IMC,CLIMB,1
2005,Winter,RMTN,Piper,1.0,1,Personal,VMC,APPROACH,0
2005,Winter,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
2005,Winter,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2005,Winter,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2005,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,PLNS,Cessna,1.0,1,Personal,IMC,TAKEOFF,1
2005,Winter,MEST,Robinson,1.0,1,Instructional,VMC,TAKEOFF,0
2005,Winter,SEST,Cessna,1.0,1,Personal,IMC,CRUISE,1
2005,Winter,SEST,Piper,1.0,1,Others,VMC,MANEUVERING,1
2005,Winter,FWST,Robinson,1.0,1,Personal,VMC,TAKEOFF,0
2005,Winter,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2005,Winter,RMTN,Piper,1.0,1,Personal,IMC,MANEUVERING,1
2005,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2005,Winter,FWST,Cessna,1.0,1,Personal,VMC,OTHERS,1
2005,Winter,SWST,Bell,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,MEST,Piper,1.0,0,Personal,VMC,LANDING,0
2005,Winter,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,SEST,Piper,2.0,1,Instructional,VMC,GO-AROUND,0
2005,Winter,FWST,Beech,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,FWST,Cessna,1.0,1,Others,VMC,LANDING,1
2005,Winter,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2005,Winter,FWST,Boeing,1.0,1,Personal,VMC,LANDING,0
2005,Winter,FWST,Piper,1.0,1,Personal,IMC,DESCENT,1
2005,Winter,PLNS,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2005,Winter,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2005,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2005,Winter,GRLK,Piper,2.0,1,Instructional,VMC,LANDING,0
2005,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Winter,PLNS,Cessna,1.0,1,Personal,VMC,DESCENT,1
2005,Winter,NWED,Robinson,1.0,1,Instructional,VMC,MANEUVERING,0
2005,Winter,NWED,Beech,2.0,1,Personal,IMC,APPROACH,1
2005,Winter,FWST,Mooney,1.0,1,Personal,VMC,CRUISE,1
2005,Winter,SEST,Piper,2.0,1,Others,VMC,TAKEOFF,1
2005,Fall,FWST,Cessna,1.0,1,Others,VMC,APPROACH,0
2005,Fall,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Fall,RMTN,Cessna,1.0,0,Personal,IMC,APPROACH,1
2005,Fall,SWST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
2005,Fall,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2005,Fall,PLNS,Piper,1.0,1,Personal,IMC,CRUISE,1
2005,Fall,SEST,Piper,1.0,1,Personal,VMC,MANEUVERING,1
2005,Fall,FWST,Bell,1.0,1,Personal,VMC,LANDING,0
2005,Fall,MEST,Piper,1.0,1,Personal,VMC,CLIMB,1
2005,Fall,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
2005,Fall,SEST,Mooney,1.0,1,Personal,VMC,APPROACH,0
2005,Fall,SWST,Beech,1.0,1,Instructional,VMC,LANDING,0
2005,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2005,Fall,SEST,Grumman,1.0,1,Personal,VMC,LANDING,0
2005,Fall,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2005,Fall,SWST,Piper,2.0,1,Personal,VMC,CRUISE,0
2005,Fall,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Fall,NWED,Piper,2.0,1,Personal,IMC,APPROACH,1
2005,Fall,PLNS,Piper,1.0,1,Personal,VMC,DESCENT,1
2005,Fall,SWST,Piper,2.0,1,Instructional,VMC,LANDING,0
2005,Fall,SWST,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,GRLK,Piper,1.0,1,Personal,VMC,APPROACH,0
2005,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2005,Fall,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,SWST,Cessna,1.0,1,Personal,VMC,LANDING,1
2005,Fall,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Fall,FWST,Cessna,1.0,1,Others,VMC,LANDING,0
2005,Fall,RMTN,Cessna,1.0,1,Others,VMC,MANEUVERING,1
2005,Fall,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2005,Fall,FWST,Piper,1.0,1,Personal,VMC,APPROACH,0
2005,Fall,RMTN,Cessna,1.0,1,Personal,VMC,APPROACH,0
2005,Fall,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2005,Fall,MEST,Cessna,1.0,0,Instructional,VMC,LANDING,1
2005,Fall,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,RMTN,Cessna,1.0,1,Others,VMC,DESCENT,0
2005,Fall,SWST,Beech,1.0,1,Personal,VMC,LANDING,0
2005,Fall,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2005,Fall,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,SEST,Piper,1.0,1,Others,VMC,LANDING,0
2005,Fall,GRLK,Piper,1.0,1,Personal,VMC,CRUISE,1
2005,Fall,MEST,Beech,1.0,1,Personal,VMC,LANDING,0
2005,Fall,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
2005,Fall,SEST,Mooney,1.0,1,Personal,VMC,LANDING,1
2005,Fall,FWST,Bell,1.0,1,Instructional,VMC,CRUISE,1
2005,Fall,SEST,Air Tractor,1.0,0,Others,VMC,APPROACH,0
2005,Fall,SEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
